Vehicle_ID,Vehicle_Model,Manufacturer,Manufacturing_Year,Battery_Capacity,Battery_State_of_Health,Charging_Start_Time,Charging_End_Time,Charging_Duration,Charging_Station,Charging_Type,Temperature,Energy_Consumed,Distance_Travelled,Charging_Cost,Fleet_ID,Location,Charging_Status,Maintenance_Status,Driver_ID,Weather,Battery_Temperature,Distance_Travelled_km,Efficiency_kWh_100km,Degradation_Status
EV3042,BYD Seal,BYD,2023,82,97.2,2034-05-07 14:45:00,2034-05-07 15:28:00,0.72,Hubli Station 2,Fast,34,31.5,72.0,378,Premium Fleet,Hubli,Completed,Good,D3042,Rainy,22.5,76.0,26.32,Healthy
EV3043,Tata Curvv EV,Tata,2023,55,93.3,2034-05-08 16:15:00,2034-05-08 17:55:00,1.67,Belagavi Station 1,Normal,32,31.7,101.0,380.4,EV Fleet India,Belagavi,Completed,Good,D3043,Cloudy,22.5,76.0,26.32,Healthy
EV3044,Hyundai Kona EV,Hyundai,2023,39,92.2,2034-05-09 13:45:00,2034-05-09 15:10:00,1.42,Belagavi Station 2,Normal,39,24.2,192.0,290.39999999999998,EV Fleet India,Belagavi,Completed,Good,D3044,Rainy,22.5,76.0,26.32,Healthy
EV3045,BYD Seal,BYD,2023,82,95.5,2034-05-10 16:45:00,2034-05-10 17:12:00,0.45,Belagavi Station 1,Fast,29,25.4,238.0,304.8,Eco Drive,Belagavi,Completed,Good,D3045,Cloudy,22.5,76.0,26.32,Healthy
EV3046,Tata Curvv EV,Tata,2023,55,93.4,2034-05-11 01:00:00,2034-05-11 01:47:00,0.78,Hubli Station 1,Normal,30,15.2,215.0,182.4,City EV,Hubli,Completed,Good,D3046,Sunny,22.5,76.0,26.32,Healthy
EV3047,MG Comet EV,MG,2023,17,91.7,2034-05-12 07:30:00,2034-05-12 08:05:00,0.58,Hubli Station 2,Normal,28,8.6,98.0,103.2,Eco Drive,Hubli,Completed,Good,D3047,Cloudy,22.5,76.0,26.32,Healthy
EV3048,BYD Seal,BYD,2023,82,94.0,2034-05-13 11:45:00,2034-05-13 13:51:00,2.1,Bangalore Station 2,Normal,33,36.1,209.0,433.2,Premium Fleet,Bangalore,Completed,Good,D3048,Sunny,22.5,76.0,26.32,Healthy
EV3049,Kia EV6,Kia,2023,77,94.1,2034-05-14 21:30:00,2034-05-14 22:16:00,0.77,Mangalore Station 1,Fast,29,39.8,331.0,477.6,City EV,Mangalore,Completed,Good,D3049,Rainy,22.5,76.0,26.32,Healthy
EV3050,MG ZS EV,MG,2023,50,92.0,2034-05-15 03:15:00,2034-05-15 04:27:00,1.2,Hubli Station 1,Normal,33,20.9,175.0,250.8,EV Fleet India,Hubli,Completed,Good,D3050,Cloudy,22.5,76.0,26.32,Healthy
EV3051,BYD Seal,BYD,2023,82,94.8,2034-05-16 00:15:00,2034-05-16 01:36:00,1.35,Mysore Station 2,Fast,37,67.5,250.0,810,Green Mobility,Mysore,Completed,Good,D3051,Rainy,22.5,76.0,26.32,Healthy
EV3052,Hyundai Kona EV,Hyundai,2023,39,96.6,2034-05-17 08:15:00,2034-05-17 09:52:00,1.62,Belagavi Station 2,Normal,35,28.7,251.0,344.4,City EV,Belagavi,Completed,Good,D3052,Sunny,22.5,76.0,26.32,Healthy
EV3053,Hyundai Kona EV,Hyundai,2023,39,93.7,2034-05-18 23:45:00,2034-05-19 00:42:00,0.95,Bangalore Station 2,Normal,29,17.5,176.0,210,Eco Drive,Bangalore,Completed,Good,D3053,Cloudy,22.5,76.0,26.32,Healthy
EV3054,BYD Atto 3,BYD,2023,60,91.9,2034-05-19 18:45:00,2034-05-19 19:43:00,0.97,Mangalore Station 1,Normal,35,17.9,305.0,214.8,Premium Fleet,Mangalore,Completed,Good,D3054,Rainy,22.5,76.0,26.32,Healthy
EV3055,Mahindra XUV400,Mahindra,2023,39,96.7,2034-05-20 18:45:00,2034-05-20 20:14:00,1.48,Mangalore Station 2,Normal,37,28.1,276.0,337.2,Premium Fleet,Mangalore,Completed,Good,D3055,Cloudy,22.5,76.0,26.32,Healthy
EV3056,MG Comet EV,MG,2023,17,95.5,2034-05-21 08:00:00,2034-05-21 08:20:00,0.33,Hubli Station 1,Normal,34,6.7,159.0,80.400000000000006,EV Fleet India,Hubli,Completed,Good,D3056,Rainy,22.5,76.0,26.32,Healthy
EV3057,BYD Seal,BYD,2023,82,93.4,2034-05-22 16:45:00,2034-05-22 18:51:00,2.1,Mysore Station 1,Normal,34,38.8,333.0,465.6,EV Fleet India,Mysore,Completed,Good,D3057,Rainy,22.5,76.0,26.32,Healthy
EV3058,Mahindra XUV400,Mahindra,2023,39,97.3,2034-05-23 22:30:00,2034-05-23 23:13:00,0.72,Bangalore Station 1,Normal,28,11.8,321.0,141.6,Eco Drive,Bangalore,Completed,Good,D3058,Sunny,22.5,76.0,26.32,Healthy
EV3059,Tata Curvv EV,Tata,2023,55,94.4,2034-05-24 12:45:00,2034-05-24 13:27:00,0.7,Hubli Station 1,Fast,29,31.8,91.0,381.6,Green Mobility,Hubli,Completed,Good,D3059,Sunny,22.5,76.0,26.32,Healthy
EV3060,Kia EV6,Kia,2023,77,94.6,2034-05-25 10:30:00,2034-05-25 11:15:00,0.75,Mysore Station 1,Fast,38,32.3,170.0,387.6,Eco Drive,Mysore,Completed,Good,D3060,Cloudy,22.5,76.0,26.32,Healthy
EV3061,BYD Seal,BYD,2023,82,93.4,2034-05-26 12:30:00,2034-05-26 13:44:00,1.23,Bangalore Station 2,Fast,38,56.9,164.0,682.8,City EV,Bangalore,Completed,Good,D3061,Rainy,22.5,76.0,26.32,Healthy
EV3062,BYD Atto 3,BYD,2023,60,93.7,2034-05-27 00:00:00,2034-05-27 00:22:00,0.37,Hubli Station 1,Fast,37,22.5,219.0,270,Green Mobility,Hubli,Completed,Good,D3062,Rainy,22.5,76.0,26.32,Healthy
EV3063,Tata Nexon EV,Tata,2023,40,93.5,2034-05-28 21:45:00,2034-05-28 22:21:00,0.6,Belagavi Station 2,Fast,34,23.7,280.0,284.39999999999998,City EV,Belagavi,Completed,Good,D3063,Cloudy,22.5,76.0,26.32,Healthy
EV3064,BYD Atto 3,BYD,2023,60,94.8,2034-05-29 08:30:00,2034-05-29 09:25:00,0.92,Belagavi Station 2,Normal,35,16.9,290.0,202.8,EV Fleet India,Belagavi,Completed,Good,D3064,Cloudy,22.5,76.0,26.32,Healthy
EV3065,Kia EV6,Kia,2023,77,96.2,2034-05-30 10:30:00,2034-05-30 12:16:00,1.77,Belagavi Station 2,Normal,27,31.5,299.0,378,Premium Fleet,Belagavi,Completed,Good,D3065,Sunny,22.5,76.0,26.32,Healthy
EV3066,BYD Seal,BYD,2023,82,96.0,2034-05-31 09:00:00,2034-05-31 09:29:00,0.48,Mysore Station 1,Fast,37,21.0,319.0,252,City EV,Mysore,Completed,Good,D3066,Rainy,22.5,76.0,26.32,Healthy
EV3067,Mahindra XUV400,Mahindra,2023,39,97.0,2034-06-01 17:00:00,2034-06-01 18:23:00,1.38,Hubli Station 2,Normal,28,26.2,135.0,314.39999999999998,Green Mobility,Hubli,Completed,Good,D3067,Rainy,22.5,76.0,26.32,Healthy
EV3068,BYD Atto 3,BYD,2023,60,95.7,2034-06-02 23:45:00,2034-06-03 00:42:00,0.95,Mangalore Station 1,Normal,31,16.4,254.0,196.8,Green Mobility,Mangalore,Completed,Good,D3068,Cloudy,22.5,76.0,26.32,Healthy
EV3069,MG ZS EV,MG,2023,50,95.4,2034-06-03 16:45:00,2034-06-03 17:25:00,0.67,Hubli Station 1,Normal,38,12.1,188.0,145.19999999999999,Green Mobility,Hubli,Completed,Good,D3069,Sunny,22.5,76.0,26.32,Healthy
EV3070,Tata Punch EV,Tata,2023,35,97.3,2034-06-04 06:00:00,2034-06-04 06:23:00,0.38,Bangalore Station 2,Fast,37,13.7,327.0,164.4,EV Fleet India,Bangalore,Completed,Good,D3070,Sunny,22.5,76.0,26.32,Healthy
EV3071,MG ZS EV,MG,2023,50,96.0,2034-06-05 14:00:00,2034-06-05 14:36:00,0.6,Mangalore Station 1,Fast,38,29.5,62.0,354,City EV,Mangalore,Completed,Good,D3071,Cloudy,22.5,76.0,26.32,Healthy
EV3072,Tata Nexon EV,Tata,2023,40,93.9,2034-06-06 05:45:00,2034-06-06 06:10:00,0.42,Bangalore Station 1,Fast,32,25.1,305.0,301.2,Green Mobility,Bangalore,Completed,Good,D3072,Rainy,22.5,76.0,26.32,Healthy
EV3073,BYD Atto 3,BYD,2023,60,93.6,2034-06-07 22:00:00,2034-06-07 22:41:00,0.68,Mysore Station 2,Fast,30,37.0,87.0,444,Premium Fleet,Mysore,Completed,Good,D3073,Rainy,22.5,76.0,26.32,Healthy
EV3074,Tata Punch EV,Tata,2023,35,95.6,2034-06-08 17:30:00,2034-06-08 17:55:00,0.42,Belagavi Station 2,Fast,38,16.3,66.0,195.6,Premium Fleet,Belagavi,Completed,Good,D3074,Rainy,22.5,76.0,26.32,Healthy
EV3075,Mahindra XUV400,Mahindra,2023,39,93.6,2034-06-09 09:00:00,2034-06-09 09:33:00,0.55,Bangalore Station 1,Fast,36,21.6,289.0,259.2,EV Fleet India,Bangalore,Completed,Good,D3075,Sunny,22.5,76.0,26.32,Healthy
EV3076,Tata Nexon EV,Tata,2023,40,95.2,2034-06-10 09:30:00,2034-06-10 10:45:00,1.25,Belagavi Station 1,Normal,32,23.1,170.0,277.2,EV Fleet India,Belagavi,Completed,Good,D3076,Cloudy,22.5,76.0,26.32,Healthy
EV3077,Mahindra XUV400,Mahindra,2023,39,94.3,2034-06-11 22:00:00,2034-06-11 22:27:00,0.45,Bangalore Station 2,Fast,30,26.9,237.0,322.8,Eco Drive,Bangalore,Completed,Good,D3077,Cloudy,22.5,76.0,26.32,Healthy
EV3078,Mahindra XUV400,Mahindra,2023,39,94.9,2034-06-12 10:15:00,2034-06-12 11:24:00,1.15,Bangalore Station 1,Normal,31,20.9,300.0,250.8,EV Fleet India,Bangalore,Completed,Good,D3078,Sunny,22.5,76.0,26.32,Healthy
EV3079,Tata Punch EV,Tata,2023,35,94.8,2034-06-13 10:00:00,2034-06-13 10:23:00,0.38,Belagavi Station 1,Fast,29,20.0,316.0,240,Eco Drive,Belagavi,Completed,Good,D3079,Sunny,22.5,76.0,26.32,Healthy
EV3080,BYD Seal,BYD,2023,82,92.2,2034-06-14 22:15:00,2034-06-15 00:20:00,2.08,Mysore Station 2,Normal,38,38.4,176.0,460.8,City EV,Mysore,Completed,Good,D3080,Rainy,22.5,76.0,26.32,Healthy
EV3081,Tata Nexon EV,Tata,2023,40,92.1,2034-06-15 14:45:00,2034-06-15 15:17:00,0.53,Bangalore Station 2,Fast,38,23.2,164.0,278.39999999999998,Eco Drive,Bangalore,Completed,Good,D3081,Rainy,22.5,76.0,26.32,Healthy
EV3082,Tata Punch EV,Tata,2023,35,94.5,2034-06-16 17:15:00,2034-06-16 17:40:00,0.42,Mangalore Station 1,Fast,30,16.7,115.0,200.4,Green Mobility,Mangalore,Completed,Good,D3082,Rainy,22.5,76.0,26.32,Healthy
EV3083,BYD Seal,BYD,2023,82,94.2,2034-06-17 22:15:00,2034-06-17 22:52:00,0.62,Bangalore Station 1,Fast,29,34.4,232.0,412.8,Green Mobility,Bangalore,Completed,Good,D3083,Sunny,22.5,76.0,26.32,Healthy
EV3084,Kia EV6,Kia,2023,77,96.6,2034-06-18 14:30:00,2034-06-18 16:17:00,1.78,Bangalore Station 2,Normal,35,31.7,120.0,380.4,Eco Drive,Bangalore,Completed,Good,D3084,Cloudy,22.5,76.0,26.32,Healthy
EV3085,Kia EV6,Kia,2023,77,95.6,2034-06-19 16:15:00,2034-06-19 17:12:00,0.95,Mangalore Station 2,Fast,36,47.5,261.0,570,Eco Drive,Mangalore,Completed,Good,D3085,Sunny,22.5,76.0,26.32,Healthy
EV3086,MG ZS EV,MG,2023,50,96.3,2034-06-20 02:30:00,2034-06-20 02:53:00,0.38,Hubli Station 2,Fast,35,23.5,91.0,282,Eco Drive,Hubli,Completed,Good,D3086,Cloudy,22.5,76.0,26.32,Healthy
EV3087,Mahindra XUV400,Mahindra,2023,39,94.7,2034-06-21 21:30:00,2034-06-21 22:52:00,1.37,Belagavi Station 2,Normal,33,23.5,332.0,282,EV Fleet India,Belagavi,Completed,Good,D3087,Sunny,22.5,76.0,26.32,Healthy
EV3088,MG ZS EV,MG,2023,50,93.3,2034-06-22 02:30:00,2034-06-22 03:17:00,0.78,Bangalore Station 1,Fast,39,39.7,188.0,476.4,Premium Fleet,Bangalore,Completed,Good,D3088,Rainy,22.5,76.0,26.32,Healthy
EV3089,BYD Seal,BYD,2023,82,93.0,2034-06-23 02:15:00,2034-06-23 03:57:00,1.7,Mysore Station 1,Normal,37,28.7,80.0,344.4,EV Fleet India,Mysore,Completed,Good,D3089,Rainy,22.5,76.0,26.32,Healthy
EV3090,Tata Punch EV,Tata,2023,35,92.5,2034-06-24 12:45:00,2034-06-24 13:18:00,0.55,Hubli Station 1,Fast,27,24.0,242.0,288,Eco Drive,Hubli,Completed,Good,D3090,Rainy,22.5,76.0,26.32,Healthy
EV3091,BYD Atto 3,BYD,2023,60,91.8,2034-06-25 18:30:00,2034-06-25 19:07:00,0.62,Bangalore Station 2,Fast,33,29.7,254.0,356.4,Green Mobility,Bangalore,Completed,Good,D3091,Rainy,22.5,76.0,26.32,Healthy
EV3092,MG Comet EV,MG,2023,17,93.6,2034-06-26 01:00:00,2034-06-26 01:03:00,0.05,Mangalore Station 1,Fast,35,5.8,248.0,69.599999999999994,EV Fleet India,Mangalore,Completed,Good,D3092,Sunny,22.5,76.0,26.32,Healthy
EV3093,Tata Punch EV,Tata,2023,35,92.9,2034-06-27 08:30:00,2034-06-27 09:06:00,0.6,Belagavi Station 1,Normal,27,9.0,137.0,108,EV Fleet India,Belagavi,Completed,Good,D3093,Rainy,22.5,76.0,26.32,Healthy
EV3094,Tata Nexon EV,Tata,2023,40,94.2,2034-06-28 19:30:00,2034-06-28 20:10:00,0.67,Mysore Station 2,Fast,27,30.8,225.0,369.6,Premium Fleet,Mysore,Completed,Good,D3094,Cloudy,22.5,76.0,26.32,Healthy
EV3095,BYD Seal,BYD,2023,82,93.4,2034-06-29 16:00:00,2034-06-29 16:24:00,0.4,Mysore Station 1,Fast,29,19.0,259.0,228,City EV,Mysore,Completed,Good,D3095,Cloudy,22.5,76.0,26.32,Healthy
EV3096,Hyundai Kona EV,Hyundai,2023,39,95.0,2034-06-30 04:45:00,2034-06-30 05:38:00,0.88,Bangalore Station 1,Normal,32,14.4,281.0,172.8,Premium Fleet,Bangalore,Completed,Good,D3096,Cloudy,22.5,76.0,26.32,Healthy
EV3097,MG ZS EV,MG,2023,50,97.5,2034-07-01 03:00:00,2034-07-01 03:30:00,0.5,Mysore Station 2,Fast,28,22.6,312.0,271.2,City EV,Mysore,Completed,Good,D3097,Sunny,22.5,76.0,26.32,Healthy
EV3098,MG ZS EV,MG,2023,50,96.2,2034-07-02 04:45:00,2034-07-02 05:30:00,0.75,Bangalore Station 1,Normal,30,14.6,214.0,175.2,Premium Fleet,Bangalore,Completed,Good,D3098,Sunny,22.5,76.0,26.32,Healthy
EV3099,Tata Nexon EV,Tata,2023,40,94.4,2034-07-03 20:15:00,2034-07-03 20:48:00,0.55,Mysore Station 2,Fast,35,30.1,199.0,361.2,EV Fleet India,Mysore,Completed,Good,D3099,Sunny,22.5,76.0,26.32,Healthy
EV3100,Tata Curvv EV,Tata,2023,55,96.9,2034-07-04 16:45:00,2034-07-04 18:00:00,1.25,Belagavi Station 2,Normal,36,22.7,232.0,272.39999999999998,Eco Drive,Belagavi,Completed,Good,D3100,Rainy,22.5,76.0,26.32,Healthy
EV3101,MG Comet EV,MG,2023,17,95.5,2034-07-05 23:30:00,2034-07-06 00:05:00,0.58,Hubli Station 1,Normal,32,9.8,212.0,117.6,EV Fleet India,Hubli,Completed,Good,D3101,Cloudy,22.5,76.0,26.32,Healthy
EV3102,Mahindra XUV400,Mahindra,2023,39,95.6,2034-07-06 18:00:00,2034-07-06 19:22:00,1.37,Mangalore Station 1,Normal,30,24.6,98.0,295.2,Eco Drive,Mangalore,Completed,Good,D3102,Cloudy,22.5,76.0,26.32,Healthy
EV3103,BYD Seal,BYD,2023,82,97.4,2034-07-07 01:00:00,2034-07-07 03:12:00,2.2,Mysore Station 1,Normal,36,40.4,126.0,484.8,Premium Fleet,Mysore,Completed,Good,D3103,Rainy,22.5,76.0,26.32,Healthy
EV3104,Hyundai Kona EV,Hyundai,2023,39,91.8,2034-07-08 04:00:00,2034-07-08 04:24:00,0.4,Bangalore Station 1,Fast,33,16.4,100.0,196.8,Premium Fleet,Bangalore,Completed,Good,D3104,Rainy,22.5,76.0,26.32,Healthy
EV3105,Hyundai Kona EV,Hyundai,2023,39,92.3,2034-07-09 21:45:00,2034-07-09 23:01:00,1.27,Hubli Station 1,Normal,35,22.9,229.0,274.8,City EV,Hubli,Completed,Good,D3105,Cloudy,22.5,76.0,26.32,Healthy
EV3106,Tata Punch EV,Tata,2023,35,93.6,2034-07-10 06:15:00,2034-07-10 07:15:00,1.0,Bangalore Station 2,Normal,33,17.9,99.0,214.8,Premium Fleet,Bangalore,Completed,Good,D3106,Sunny,22.5,76.0,26.32,Healthy
EV3107,Tata Punch EV,Tata,2023,35,93.2,2034-07-11 21:30:00,2034-07-11 22:48:00,1.3,Belagavi Station 1,Normal,33,23.3,68.0,279.60000000000002,EV Fleet India,Belagavi,Completed,Good,D3107,Cloudy,22.5,76.0,26.32,Healthy
EV3108,Kia EV6,Kia,2023,77,92.3,2034-07-12 09:30:00,2034-07-12 12:51:00,3.35,Belagavi Station 2,Normal,32,59.2,336.0,710.4,EV Fleet India,Belagavi,Completed,Good,D3108,Rainy,22.5,76.0,26.32,Healthy
EV3109,Tata Nexon EV,Tata,2023,40,95.6,2034-07-13 07:15:00,2034-07-13 08:58:00,1.72,Mysore Station 2,Normal,37,31.6,240.0,379.2,EV Fleet India,Mysore,Completed,Good,D3109,Rainy,22.5,76.0,26.32,Healthy
EV3110,Tata Nexon EV,Tata,2023,40,96.7,2034-07-14 01:15:00,2034-07-14 02:44:00,1.48,Bangalore Station 2,Normal,37,27.3,111.0,327.60000000000002,Green Mobility,Bangalore,Completed,Good,D3110,Rainy,22.5,76.0,26.32,Healthy
EV3111,MG ZS EV,MG,2023,50,91.8,2034-07-15 04:00:00,2034-07-15 05:18:00,1.3,Hubli Station 1,Normal,32,24.6,133.0,295.2,City EV,Hubli,Completed,Good,D3111,Cloudy,22.5,76.0,26.32,Healthy
EV3112,Tata Curvv EV,Tata,2023,55,96.0,2034-07-16 19:15:00,2034-07-16 20:01:00,0.77,Belagavi Station 2,Fast,39,41.0,298.0,492,EV Fleet India,Belagavi,Completed,Good,D3112,Cloudy,22.5,76.0,26.32,Healthy
EV3113,Hyundai Kona EV,Hyundai,2023,39,93.6,2034-07-17 15:30:00,2034-07-17 16:08:00,0.63,Mysore Station 2,Fast,34,29.0,78.0,348,Premium Fleet,Mysore,Completed,Good,D3113,Cloudy,22.5,76.0,26.32,Healthy
EV3114,BYD Atto 3,BYD,2023,60,92.4,2034-07-18 07:00:00,2034-07-18 07:50:00,0.83,Mangalore Station 1,Fast,31,44.1,238.0,529.20000000000005,Premium Fleet,Mangalore,Completed,Good,D3114,Rainy,22.5,76.0,26.32,Healthy
EV3115,Tata Curvv EV,Tata,2023,55,94.4,2034-07-19 02:00:00,2034-07-19 03:58:00,1.97,Mysore Station 2,Normal,28,35.7,241.0,428.4,Eco Drive,Mysore,Completed,Good,D3115,Cloudy,22.5,76.0,26.32,Healthy
EV3116,Hyundai Kona EV,Hyundai,2023,39,92.2,2034-07-20 10:00:00,2034-07-20 10:57:00,0.95,Hubli Station 1,Normal,39,17.2,348.0,206.4,Eco Drive,Hubli,Completed,Good,D3116,Sunny,22.5,76.0,26.32,Healthy
EV3117,Tata Punch EV,Tata,2023,35,92.8,2034-07-21 03:30:00,2034-07-21 04:27:00,0.95,Mysore Station 2,Normal,36,15.3,203.0,183.6,EV Fleet India,Mysore,Completed,Good,D3117,Cloudy,22.5,76.0,26.32,Healthy
EV3118,Tata Punch EV,Tata,2023,35,93.9,2034-07-22 18:45:00,2034-07-22 18:56:00,0.18,Belagavi Station 2,Fast,28,11.8,77.0,141.6,Eco Drive,Belagavi,Completed,Good,D3118,Rainy,22.5,76.0,26.32,Healthy
EV3119,Tata Punch EV,Tata,2023,35,97.4,2034-07-23 20:45:00,2034-07-23 21:05:00,0.33,Mysore Station 1,Fast,39,16.2,343.0,194.4,EV Fleet India,Mysore,Completed,Good,D3119,Sunny,22.5,76.0,26.32,Healthy
EV3120,MG Comet EV,MG,2023,17,94.4,2034-07-24 00:00:00,2034-07-24 00:10:00,0.17,Mysore Station 1,Fast,29,6.6,212.0,79.2,City EV,Mysore,Completed,Good,D3120,Cloudy,22.5,76.0,26.32,Healthy
EV3121,Hyundai Kona EV,Hyundai,2023,39,94.0,2034-07-25 21:15:00,2034-07-25 22:41:00,1.43,Belagavi Station 2,Normal,39,26.1,296.0,313.2,EV Fleet India,Belagavi,Completed,Good,D3121,Cloudy,22.5,76.0,26.32,Healthy
EV3122,Tata Punch EV,Tata,2023,35,95.4,2034-07-26 09:30:00,2034-07-26 09:56:00,0.43,Mysore Station 1,Fast,38,17.1,122.0,205.2,Eco Drive,Mysore,Completed,Good,D3122,Sunny,22.5,76.0,26.32,Healthy
EV3123,MG Comet EV,MG,2023,17,96.6,2034-07-27 20:30:00,2034-07-27 20:47:00,0.28,Mysore Station 2,Normal,31,5.2,86.0,62.4,Eco Drive,Mysore,Completed,Good,D3123,Rainy,22.5,76.0,26.32,Healthy
EV3124,Tata Nexon EV,Tata,2023,40,94.1,2034-07-28 15:00:00,2034-07-28 15:10:00,0.17,Belagavi Station 2,Fast,35,12.8,131.0,153.6,Green Mobility,Belagavi,Completed,Good,D3124,Cloudy,22.5,76.0,26.32,Healthy
EV3125,Tata Punch EV,Tata,2023,35,97.4,2034-07-29 11:45:00,2034-07-29 12:12:00,0.45,Belagavi Station 1,Fast,37,23.8,84.0,285.60000000000002,City EV,Belagavi,Completed,Good,D3125,Cloudy,22.5,76.0,26.32,Healthy
EV3126,Mahindra XUV400,Mahindra,2023,39,92.7,2034-07-30 20:15:00,2034-07-30 20:52:00,0.62,Hubli Station 1,Fast,30,27.3,210.0,327.60000000000002,EV Fleet India,Hubli,Completed,Good,D3126,Sunny,22.5,76.0,26.32,Healthy
EV3127,Tata Punch EV,Tata,2023,35,92.2,2034-07-31 20:45:00,2034-07-31 21:34:00,0.82,Mysore Station 1,Normal,35,15.6,217.0,187.2,EV Fleet India,Mysore,Completed,Good,D3127,Sunny,22.5,76.0,26.32,Healthy
EV3128,Kia EV6,Kia,2023,77,95.2,2034-08-01 17:30:00,2034-08-01 19:49:00,2.32,Mangalore Station 2,Normal,30,39.8,333.0,477.6,Premium Fleet,Mangalore,Completed,Good,D3128,Cloudy,22.5,76.0,26.32,Healthy
EV3129,MG ZS EV,MG,2023,50,94.1,2034-08-02 21:30:00,2034-08-02 21:44:00,0.23,Mangalore Station 2,Fast,39,14.1,311.0,169.2,Eco Drive,Mangalore,Completed,Good,D3129,Cloudy,22.5,76.0,26.32,Healthy
EV3130,Tata Punch EV,Tata,2023,35,92.1,2034-08-03 02:00:00,2034-08-03 02:19:00,0.32,Bangalore Station 2,Fast,35,17.4,307.0,208.8,EV Fleet India,Bangalore,Completed,Good,D3130,Rainy,22.5,76.0,26.32,Healthy
EV3131,BYD Atto 3,BYD,2023,60,92.1,2034-08-04 08:45:00,2034-08-04 09:07:00,0.37,Bangalore Station 2,Fast,29,20.5,328.0,246,City EV,Bangalore,Completed,Good,D3131,Rainy,22.5,76.0,26.32,Healthy
EV3132,BYD Seal,BYD,2023,82,95.0,2034-08-05 00:00:00,2034-08-05 00:45:00,0.75,Bangalore Station 1,Fast,39,34.1,148.0,409.2,City EV,Bangalore,Completed,Good,D3132,Sunny,22.5,76.0,26.32,Healthy
EV3133,Hyundai Kona EV,Hyundai,2023,39,95.5,2034-08-06 17:30:00,2034-08-06 17:55:00,0.42,Bangalore Station 2,Fast,33,18.8,202.0,225.6,Premium Fleet,Bangalore,Completed,Good,D3133,Cloudy,22.5,76.0,26.32,Healthy
EV3134,MG ZS EV,MG,2023,50,97.3,2034-08-07 18:45:00,2034-08-07 19:05:00,0.33,Belagavi Station 1,Fast,27,17.8,209.0,213.6,Eco Drive,Belagavi,Completed,Good,D3134,Rainy,22.5,76.0,26.32,Healthy
EV3135,Mahindra XUV400,Mahindra,2023,39,96.0,2034-08-08 15:15:00,2034-08-08 16:38:00,1.38,Belagavi Station 2,Normal,31,26.1,261.0,313.2,Eco Drive,Belagavi,Completed,Good,D3135,Sunny,22.5,76.0,26.32,Healthy
EV3136,Mahindra XUV400,Mahindra,2023,39,96.4,2034-08-09 02:45:00,2034-08-09 03:09:00,0.4,Hubli Station 1,Fast,36,24.8,161.0,297.60000000000002,Eco Drive,Hubli,Completed,Good,D3136,Cloudy,22.5,76.0,26.32,Healthy
EV3137,MG ZS EV,MG,2023,50,96.9,2034-08-10 14:45:00,2034-08-10 15:21:00,0.6,Mangalore Station 1,Fast,32,23.9,316.0,286.8,City EV,Mangalore,Completed,Good,D3137,Rainy,22.5,76.0,26.32,Healthy
EV3138,MG ZS EV,MG,2023,50,97.4,2034-08-11 08:45:00,2034-08-11 10:16:00,1.52,Hubli Station 1,Normal,29,25.4,73.0,304.8,City EV,Hubli,Completed,Good,D3138,Cloudy,22.5,76.0,26.32,Healthy
EV3139,BYD Seal,BYD,2023,82,91.6,2034-08-12 02:30:00,2034-08-12 03:25:00,0.92,Mysore Station 1,Fast,37,48.5,243.0,582,City EV,Mysore,Completed,Good,D3139,Rainy,22.5,76.0,26.32,Healthy
EV3140,Tata Punch EV,Tata,2023,35,95.1,2034-08-13 20:00:00,2034-08-13 20:32:00,0.53,Mysore Station 1,Fast,27,24.2,123.0,290.39999999999998,Eco Drive,Mysore,Completed,Good,D3140,Sunny,22.5,76.0,26.32,Healthy
EV3141,BYD Seal,BYD,2023,82,96.8,2034-08-14 05:00:00,2034-08-14 06:26:00,1.43,Hubli Station 1,Fast,32,66.2,205.0,794.4,Green Mobility,Hubli,Completed,Good,D3141,Sunny,22.5,76.0,26.32,Healthy
EV3142,Hyundai Kona EV,Hyundai,2023,39,92.0,2034-08-15 08:30:00,2034-08-15 08:58:00,0.47,Bangalore Station 2,Fast,38,17.4,279.0,208.8,EV Fleet India,Bangalore,Completed,Good,D3142,Rainy,22.5,76.0,26.32,Healthy
EV3143,Tata Curvv EV,Tata,2023,55,93.9,2034-08-16 15:45:00,2034-08-16 17:26:00,1.68,Mangalore Station 2,Normal,38,28.0,317.0,336,Eco Drive,Mangalore,Completed,Good,D3143,Cloudy,22.5,76.0,26.32,Healthy
EV3144,Tata Curvv EV,Tata,2023,55,96.0,2034-08-17 19:30:00,2034-08-17 21:29:00,1.98,Bangalore Station 2,Normal,37,34.5,153.0,414,City EV,Bangalore,Completed,Good,D3144,Rainy,22.5,76.0,26.32,Healthy
EV3145,Tata Punch EV,Tata,2023,35,93.8,2034-08-18 04:45:00,2034-08-18 05:11:00,0.43,Hubli Station 2,Fast,39,26.1,174.0,313.2,Green Mobility,Hubli,Completed,Good,D3145,Cloudy,22.5,76.0,26.32,Healthy
EV3146,MG ZS EV,MG,2023,50,97.3,2034-08-19 08:30:00,2034-08-19 10:11:00,1.68,Mangalore Station 2,Normal,38,30.4,342.0,364.8,Green Mobility,Mangalore,Completed,Good,D3146,Sunny,22.5,76.0,26.32,Healthy
